child_id,shape,score
10635.0,2,6
10635.0,7,1
10635.0,17,2
10636.0,16,3
10637.0,17,2
10638.0,3,3
10639.0,3,3
10639.0,7,4
10640.0,2,2
10641.0,7,2
10642.0,17,1
10645.0,2,5
10646.0,2,4
10648.0,2,2
10648.0,17,2
10649.0,7,3
10649.0,17,2
10650.0,16,3
10651.0,17,2
10652.0,2,6
10652.0,7,6
10652.0,16,3
10656.0,17,2
10657.0,7,5
10658.0,2,6
10659.0,2,4
10661.0,3,3
10665.0,3,3
10665.0,17,3
10666.0,2,6
10666.0,3,4
10666.0,16,5
10667.0,2,3
10690.0,3,2
10690.0,17,2
10692.0,2,3
10692.0,17,2
10693.0,3,1
10693.0,17,3
10695.0,2,6
10695.0,7,7
10696.0,2,6
10696.0,7,6
10696.0,17,3
10698.0,3,4
10698.0,16,3
10699.0,2,3
10699.0,16,3
10701.0,16,5
10704.0,2,6
10704.0,3,4
10705.0,17,2
10706.0,17,3
10708.0,17,2
10709.0,2,3
10710.0,16,4
10711.0,3,4
10711.0,16,4
10712.0,3,3
10712.0,7,2
10712.0,17,3
10714.0,16,3
10715.0,16,4
10715.0,17,3
10716.0,7,5
10716.0,16,3
10718.0,2,4
10718.0,3,4
10719.0,16,3
10719.0,17,1
10720.0,2,4
10720.0,7,4
10721.0,7,5
10721.0,17,2
10722.0,16,4
10723.0,16,3
10724.0,2,1
10724.0,3,3
10725.0,16,3
10726.0,3,2
10727.0,3,5
10728.0,17,4
10732.0,16,4
10733.0,2,1
10733.0,3,2
10735.0,7,3
10735.0,16,4
10737.0,2,6
10738.0,3,5
10738.0,16,4
10739.0,2,3
10739.0,3,4
10739.0,17,2
10741.0,7,4
10741.0,17,1
10743.0,7,2
10744.0,3,4
10744.0,16,5
10745.0,2,3
10745.0,17,4
10747.0,17,4
10748.0,2,5
10748.0,17,2
10749.0,16,3
10752.0,17,4
10754.0,17,3
10755.0,7,5
10755.0,17,4
10756.0,17,2
10760.0,3,5
10761.0,16,5
10763.0,7,5
10763.0,17,2
10765.0,3,4
10765.0,7,5
10766.0,7,4
10767.0,3,6
10767.0,7,2
10775.0,16,3
10776.0,2,6
10778.0,7,5
10778.0,17,1
10780.0,17,2
10781.0,16,2
10782.0,7,2
10782.0,16,3
10783.0,7,3
10783.0,17,2
10785.0,2,3
10785.0,3,3
10785.0,7,6
10786.0,3,6
10788.0,7,5
10790.0,16,3
10792.0,17,3
10793.0,7,6
10793.0,16,2
10810.0,3,5
10815.0,7,4
10818.0,3,3
10818.0,17,2
10820.0,2,4
10820.0,3,4
10822.0,7,1
10822.0,16,3
10823.0,2,4
10829.0,3,2
10829.0,16,4
10838.0,16,2
10839.0,2,2
10839.0,3,4
10839.0,7,1
10839.0,16,2
10840.0,3,5
10840.0,17,2
10850.0,17,2
10851.0,2,4
10851.0,16,3
10852.0,2,3
10853.0,3,4
10853.0,16,3
10856.0,17,2
10858.0,3,5
10858.0,17,2
10859.0,3,2
10859.0,7,4
10859.0,17,2
10861.0,2,3
10862.0,3,4
10863.0,2,2
10863.0,7,3
10863.0,16,3
10865.0,2,4
10865.0,7,5
10866.0,3,3
10867.0,17,2
10868.0,2,5
10868.0,7,2
10869.0,3,2
10870.0,3,4
10870.0,7,3
10871.0,7,3
10871.0,17,1
10876.0,7,3
10876.0,16,3
10878.0,7,1
10879.0,7,4
10880.0,7,1
10884.0,2,5
10884.0,17,3
10885.0,17,2
10888.0,16,2
10889.0,7,4
10890.0,2,6
10892.0,17,3
10894.0,7,2
10895.0,16,4
10895.0,17,2
10896.0,2,2
10896.0,3,3
10896.0,7,4
10897.0,7,4
10898.0,2,3
10898.0,16,3
10899.0,16,4
10901.0,17,2
10903.0,2,4
10903.0,3,3
10905.0,3,3
10905.0,16,3
10905.0,17,2
10907.0,7,2
10907.0,17,1
10910.0,2,3
10910.0,3,2
10911.0,17,1
10912.0,2,5
10912.0,16,3
10915.0,3,2
10919.0,17,2
10921.0,2,2
10922.0,2,2
10923.0,17,2
10924.0,17,2
10925.0,17,2
10926.0,2,2
10926.0,3,3
10926.0,16,3
10950.0,7,5
10950.0,16,3
10951.0,7,2
10953.0,7,5
10954.0,17,3
10960.0,16,2
10961.0,2,3
10961.0,3,5
10963.0,16,4
10963.0,17,4
10964.0,2,5
10964.0,7,2
10965.0,7,3
10966.0,3,3
10966.0,16,4
10968.0,3,3
10969.0,2,2
10969.0,17,3
10971.0,2,5
10971.0,16,2
10971.0,17,3
10973.0,17,2
10974.0,16,6
10975.0,17,2
10977.0,2,4
10977.0,3,4
10978.0,7,3
10981.0,2,2
10981.0,7,2
10982.0,3,4
10983.0,3,2
10984.0,2,2
10984.0,17,3
10985.0,16,5
10987.0,17,5
10989.0,7,2
10989.0,16,1
10990.0,3,4
10993.0,2,5
10994.0,16,4
10994.0,17,4
10996.0,7,4
10997.0,7,1
10997.0,17,2
10998.0,7,2
11002.0,16,5
11005.0,2,3
11005.0,17,3
11008.0,2,4
11012.0,3,2
11012.0,16,4
11013.0,16,3
11014.0,2,3
11014.0,7,3
11015.0,16,2
11017.0,2,1
11018.0,17,4
11019.0,7,2
11020.0,2,4
11020.0,3,6
11021.0,16,4
11022.0,3,4
11022.0,7,6
11023.0,17,2
11024.0,17,3
11025.0,17,2
11027.0,17,2
11028.0,16,3
11050.0,2,2
11051.0,2,5
11051.0,7,3
11051.0,17,3
11052.0,17,4
11056.0,2,4
11056.0,17,4
11057.0,3,4
11057.0,17,5
11059.0,2,3
11059.0,17,3
11061.0,7,5
11061.0,17,4
11062.0,2,5
11063.0,3,6
11070.0,3,3
11070.0,7,3
11070.0,16,4
11070.0,17,2
11072.0,2,2
11072.0,16,2
11073.0,2,4
11073.0,7,4
11073.0,17,2
11074.0,3,5
11074.0,16,5
11075.0,3,5
11075.0,16,6
11077.0,2,4
11077.0,7,3
11077.0,17,2
11079.0,17,4
11111.0,7,5
11203.0,3,4
11203.0,17,4
11204.0,16,4
11204.0,17,3
11205.0,7,7
11206.0,16,6
11207.0,2,5
11208.0,3,5
11209.0,7,3
11210.0,17,6
11214.0,7,6
11216.0,2,6
11216.0,17,5
11220.0,2,6
11221.0,7,4
11221.0,16,5
11225.0,2,6
12502.0,17,3
13000.0,16,4
13001.0,2,3
13001.0,7,3
13003.0,2,5
13003.0,16,3
13004.0,2,7
13007.0,2,4
13010.0,17,5
13011.0,16,4
13013.0,7,6
13014.0,17,3
13015.0,17,3
13019.0,3,4
13019.0,7,2
13020.0,2,6
13020.0,16,5
13021.0,2,4
108855.0,7,4
108855.0,17,2
109174.0,7,4
